,Country,NAME,GIS_AREA,Land_area,ISO3,region_remastered,region_bigger,Number_of_parks,Number_of_posts,post_density_total,post_density_land
459,Australia,Sydney Harbour,3.9049845890447,2.022,AUS,Australia and New Zealand,Australia and New Zealand,1,5703,1460.4411028918196,2820.4747774480716
460,Australia,Tamborine,20.9709285119941,20.971,AUS,Australia and New Zealand,Australia and New Zealand,1,408,19.455504784475742,19.45543846263888
461,Australia,Tarra-Bulga,20.2032665384614,20.203,AUS,Australia and New Zealand,Australia and New Zealand,1,52,2.5738412103313326,2.573875167054398
462,Australia,Tasman,109.115275336046,100.894,AUS,Australia and New Zealand,Australia and New Zealand,1,1478,13.545307890651914,14.649037603821832
463,Australia,Terrick Terrick,64.0144372322005,64.014,AUS,Australia and New Zealand,Australia and New Zealand,1,73,1.1403677538428718,1.1403755428500015
464,Australia,Tewantin,31.6602153586826,31.66,AUS,Australia and New Zealand,Australia and New Zealand,1,54,1.7056106343000874,1.7056222362602653
465,Australia,The Lakes,24.0924539588127,20.986,AUS,Australia and New Zealand,Australia and New Zealand,1,4,0.16602708909761568,0.1906032593157343
466,Australia,The Palms,0.718563742162972,0.719,AUS,Australia and New Zealand,Australia and New Zealand,1,14,19.483309800544827,19.471488178025037
467,Australia,Thirlmere Lakes,6.63974434288122,6.64,AUS,Australia and New Zealand,Australia and New Zealand,1,185,27.862518561930347,27.86144578313253
468,Australia,Timbarra,17.7905366497316,17.791,AUS,Australia and New Zealand,Australia and New Zealand,1,8,0.4496772726707316,0.4496655612388286
469,Australia,Tjoritja / West MacDonnell,2578.58346281051,2578.583,AUS,Australia and New Zealand,Australia and New Zealand,1,2238,0.8679183870824592,0.8679185428586165
470,Australia,Tomaree,23.2969412982662,22.638,AUS,Australia and New Zealand,Australia and New Zealand,1,508,21.80543761072215,22.44014488912448
471,Australia,Tooloom,43.9007407539277,43.901,AUS,Australia and New Zealand,Australia and New Zealand,1,5,0.11389329460352354,0.1138926220359445
472,Australia,Toonumbar,149.935361048918,149.935,AUS,Australia and New Zealand,Australia and New Zealand,1,13,0.08670402971690322,0.08670423850335145
473,Australia,Toorale,307.489591394154,307.49,AUS,Australia and New Zealand,Australia and New Zealand,1,4,0.013008570410022824,0.013008553123678818
474,Australia,Torndirrup,39.7656173050672,39.301,AUS,Australia and New Zealand,Australia and New Zealand,1,502,12.623971008643988,12.773211877560367
475,Australia,Towarri,65.973633945198,65.974,AUS,Australia and New Zealand,Australia and New Zealand,1,3,0.04547271115142748,0.04547245884742474
476,Australia,Tuart Forest,17.8990031014351,17.899,AUS,Australia and New Zealand,Australia and New Zealand,1,30,1.6760709984789417,1.6760712888988212
477,Australia,Tuchekoi,3.86582469883923,3.866,AUS,Australia and New Zealand,Australia and New Zealand,1,21,5.432217349717269,5.431971029487842
478,Australia,Tully Falls,171.505657136575,171.506,AUS,Australia and New Zealand,Australia and New Zealand,1,5,0.029153557284809287,0.029153499002950334
479,Australia,Tully Gorge,606.784369563625,606.784,AUS,Australia and New Zealand,Australia and New Zealand,1,52,0.08569765901747983,0.08569771121189748
480,Australia,Tunnel Creek,0.91545629790799,0.915,AUS,Australia and New Zealand,Australia and New Zealand,1,85,92.84987191004406,92.89617486338797
481,Australia,Turon,31.0701497985687,31.07,AUS,Australia and New Zealand,Australia and New Zealand,1,44,1.416150236972045,1.4161570646926296
482,Australia,Undara Volcanic,675.769560963158,675.77,AUS,Australia and New Zealand,Australia and New Zealand,1,89,0.13170170001908704,0.13170161445462214
483,Australia,Unnamed WA17519,1.324670567221,1.325,AUS,Australia and New Zealand,Australia and New Zealand,1,3,2.2647140158731243,2.2641509433962264
484,Australia,Venman Bushland,4.20016879544992,4.2,AUS,Australia and New Zealand,Australia and New Zealand,1,15,3.5712850436510153,3.571428571428571
485,Australia,Vulkathunha-Gammon Ranges,1266.56818396176,1266.568,AUS,Australia and New Zealand,Australia and New Zealand,1,351,0.27712680962985353,0.2771268498809381
486,Australia,Wadbilliga,956.471269542771,956.471,AUS,Australia and New Zealand,Australia and New Zealand,1,71,0.07423118943650095,0.0742312103555675
487,Australia,Wallaroo,27.9189208850717,27.919,AUS,Australia and New Zealand,Australia and New Zealand,1,1,0.03581800328588996,0.0358179017873133
488,Australia,Wallingat,64.9921184339706,64.948,AUS,Australia and New Zealand,Australia and New Zealand,1,21,0.32311610247533573,0.3233355915501632
489,Australia,Walls of Jerusalem,518.454837006222,518.455,AUS,Australia and New Zealand,Australia and New Zealand,1,390,0.7522352424215489,0.7522350059310836
490,Australia,Walpole-Nornalup,4.10639641422772,4.106,AUS,Australia and New Zealand,Australia and New Zealand,1,2,0.48704503858187187,0.4870920603994155
491,Australia,Walpole-Nornalup,32.1662990147102,32.166,AUS,Australia and New Zealand,Australia and New Zealand,1,626,19.46136233185296,19.461543244419577
492,Australia,Walpole-Nornalup,149.478941300268,134.464,AUS,Australia and New Zealand,Australia and New Zealand,1,349,2.3347770392549223,2.5954902427415516
493,Australia,Walyunga,18.1913027721158,18.191,AUS,Australia and New Zealand,Australia and New Zealand,1,161,8.85038317578804,8.850530482106537
494,Australia,Wandoo,465.044300426736,465.044,AUS,Australia and New Zealand,Australia and New Zealand,1,40,0.08601331091101433,0.08601336647715055
495,Australia,Warby-Ovens,147.375254849313,147.375,AUS,Australia and New Zealand,Australia and New Zealand,1,66,0.4478363757028486,0.44783715012722647
496,Australia,Warrabah,52.3113232488632,52.311,AUS,Australia and New Zealand,Australia and New Zealand,1,33,0.6308385632496333,0.6308424614325859
497,Australia,Warren,13.7522084215448,13.752,AUS,Australia and New Zealand,Australia and New Zealand,1,74,5.380953933483761,5.381035485747527
498,Australia,Warren,16.2257857663084,16.226,AUS,Australia and New Zealand,Australia and New Zealand,1,6,0.36978178353978636,0.36977690126956736
499,Australia,Warrumbungle,239.363116857061,239.363,AUS,Australia and New Zealand,Australia and New Zealand,1,342,1.4287915552345938,1.428792252770896
500,Australia,Washpool,691.205095336308,691.205,AUS,Australia and New Zealand,Australia and New Zealand,1,169,0.24450051242427912,0.24450054614766964
501,Australia,Watagans,78.1600499334817,78.16,AUS,Australia and New Zealand,Australia and New Zealand,1,80,1.0235407995271777,1.0235414534288638
502,Australia,Watarrka,1056.58814553763,1056.588,AUS,Australia and New Zealand,Australia and New Zealand,1,3052,2.8885427239456987,2.8885431218223188
503,Australia,Waychinicup,39.8395119275112,36.145,AUS,Australia and New Zealand,Australia and New Zealand,1,36,0.9036255279809334,0.995988380135565
504,Australia,Weddin Mountains,87.4053674242823,87.405,AUS,Australia and New Zealand,Australia and New Zealand,1,40,0.45763779935655874,0.4576397231279675
505,Australia,Welford,1238.56706162011,1238.567,AUS,Australia and New Zealand,Australia and New Zealand,1,20,0.016147692458282365,0.01614769326164834
506,Australia,Wellington,174.798803133365,174.799,AUS,Australia and New Zealand,Australia and New Zealand,1,43,0.24599710769868713,0.24599683064548422
507,Australia,Werakata,33.4625754009674,33.463,AUS,Australia and New Zealand,Australia and New Zealand,1,11,0.32872544531291487,0.328721274243194
508,Australia,Werrikimbe,351.633887143432,351.634,AUS,Australia and New Zealand,Australia and New Zealand,1,45,0.12797401401089775,0.12797397293777052
509,Australia,West Cape Howe,36.7965537055588,36.189,AUS,Australia and New Zealand,Australia and New Zealand,1,103,2.799175184290151,2.846168725303269
510,Australia,White Mountains,1123.26837109331,1123.268,AUS,Australia and New Zealand,Australia and New Zealand,1,141,0.12552654701989033,0.12552658849001305
511,Australia,Whitsunday Islands,175.129198286538,158.434,AUS,Australia and New Zealand,Australia and New Zealand,1,850,4.853559590955648,5.365010035724655
512,Australia,Willandra,189.057648140624,189.058,AUS,Australia and New Zealand,Australia and New Zealand,1,23,0.12165601458710755,0.12165578817082588
513,Australia,Willi Willi,306.391942772194,306.392,AUS,Australia and New Zealand,Australia and New Zealand,1,43,0.14034311611115377,0.14034308989790856
514,Australia,William Bay,17.2000353470842,16.746,AUS,Australia and New Zealand,Australia and New Zealand,1,415,24.127857392476347,24.782037501492894
515,Australia,Wilsons Promontory,482.70517089699,473.173,AUS,Australia and New Zealand,Australia and New Zealand,1,2259,4.679875286610662,4.774152371331415
516,Australia,Windjana Gorge,20.9262206574634,20.926,AUS,Australia and New Zealand,Australia and New Zealand,1,258,12.329029891404854,12.329159896779128
517,Australia,Witjira,7712.35811455048,7712.358,AUS,Australia and New Zealand,Australia and New Zealand,1,164,0.021264572723949403,0.02126457303978887
518,Australia,Woko,82.5438573584321,82.544,AUS,Australia and New Zealand,Australia and New Zealand,1,11,0.1332624904144526,0.13326226012793177
519,Australia,Wolfe Creek Meteorite Crater,14.6228629401003,14.623,AUS,Australia and New Zealand,Australia and New Zealand,1,43,2.940600631773757,2.940573069821514
520,Australia,Wollemi,5037.77016809909,5037.77,AUS,Australia and New Zealand,Australia and New Zealand,1,987,0.19592001363024195,0.19592002016765353
521,Australia,Wollumbin,42.6400006829827,42.64,AUS,Australia and New Zealand,Australia and New Zealand,1,159,3.7288929984341133,3.7288930581613506
522,Australia,Woomargama,242.706168633526,242.706,AUS,Australia and New Zealand,Australia and New Zealand,1,4,0.01648083368676054,0.016480845137738665
523,Australia,Woondum,40.6637385735001,40.664,AUS,Australia and New Zealand,Australia and New Zealand,1,4,0.09836773844023125,0.0983671060397403
524,Australia,Wooroonooran,1156.54415491008,1156.544,AUS,Australia and New Zealand,Australia and New Zealand,1,191,0.1651471750465507,0.1651471971667312
525,Australia,Woowoonga,26.5298214341824,26.53,AUS,Australia and New Zealand,Australia and New Zealand,1,8,0.3015474499082902,0.3015454202789295
526,Australia,Worimi,18.7366469530715,18.737,AUS,Australia and New Zealand,Australia and New Zealand,1,12,0.6404561088254288,0.6404440412019
527,Australia,Wrattens,218.786991935036,218.787,AUS,Australia and New Zealand,Australia and New Zealand,1,2,0.009141311292372702,0.009141310955404115
528,Australia,Wyperfeld,3606.42249393673,3606.422,AUS,Australia and New Zealand,Australia and New Zealand,1,187,0.05185193923185437,0.051851946333512824
529,Australia,Wyrrabalong,5.8231326385042,4.713,AUS,Australia and New Zealand,Australia and New Zealand,1,102,17.516344952465474,21.642266072565246
530,Australia,Yalgorup,0.219337093137714,0.219,AUS,Australia and New Zealand,Australia and New Zealand,1,2,9.11838472640043,9.132420091324201
531,Australia,Yalgorup,130.683432675232,130.683,AUS,Australia and New Zealand,Australia and New Zealand,1,188,1.438590922746943,1.4385956857433637
532,Australia,Yanchep,28.6843713308146,28.684,AUS,Australia and New Zealand,Australia and New Zealand,1,411,14.328360041779174,14.328545530609398
533,Australia,Yanga,354.681505832995,354.682,AUS,Australia and New Zealand,Australia and New Zealand,1,76,0.21427674899910143,0.21427645045420968
534,Australia,Yarra Ranges,773.617331502824,773.617,AUS,Australia and New Zealand,Australia and New Zealand,1,870,1.1245870077780493,1.1245874896751236
535,Australia,Yarriabini,21.8848500287703,21.885,AUS,Australia and New Zealand,Australia and New Zealand,1,5,0.22846855214574885,0.22846698652044778
536,Australia,Yengo,1680.77089178502,1680.771,AUS,Australia and New Zealand,Australia and New Zealand,1,104,0.06187636905679003,0.061876365072933794
537,Australia,Yungaburra,0.054683008207392,0.055,AUS,Australia and New Zealand,Australia and New Zealand,1,2,36.57443263572398,36.36363636363637
538,Australia,Yuraygir,365.795666267174,365.67,AUS,Australia and New Zealand,Australia and New Zealand,1,151,0.4127987669753061,0.41294062952935706
539,Austria,Aussenzone,267.661576551169,267.662,AUT,Europe,Europe,1,1283,4.79336637156334,4.793358788322586
540,Austria,"Außenzone Schifffahrt, Donau",0.357251670091867,0.357,AUT,Europe,Europe,1,1,2.7991471663179373,2.801120448179272
541,Austria,"Außenzone Verwaltung, Eingang NP-Haus",0.001280066981488,0.001,AUT,Europe,Europe,1,1,781.209119883368,1000.0
542,Austria,Bewahrungszone Illmitz-Höllle,12.0604961243285,12.06,AUT,Europe,Europe,1,91,7.54529490842705,7.545605306799336
543,Austria,Bewahrungszone Karmazik,1.60972476920468,1.61,AUT,Europe,Europe,1,12,7.454690534412826,7.453416149068323
544,Austria,Donau-Auen,70.5922081707599,70.592,AUT,Europe,Europe,1,413,5.850504052812295,5.850521305530372
545,Austria,Kernzone,506.097913776632,506.098,AUT,Europe,Europe,1,551,1.088722132617179,1.0887219471327687
546,Austria,Nationalpark Gesäuse,15.0924796251401,15.092,AUT,Europe,Europe,1,40,2.6503265860548537,2.6504108136761197
547,Austria,Nationalpark Gesäuse,95.1401403775367,95.14,AUT,Europe,Europe,1,135,1.418959436724507,1.4189615303762875
548,Austria,Nationalpark Hohe Tauern - Außenzone,113.07135443747,113.071,AUT,Europe,Europe,1,690,6.10234133510428,6.102360463779395
549,Austria,Nationalpark Hohe Tauern - Kernzone,290.43100585477,290.431,AUT,Europe,Europe,1,1918,6.603978092335967,6.603978225464913
550,Austria,Nationalpark Hohe Tauern - Sonderschutzgebiet Gamsgrube,1.03024478857515,1.03,AUT,Europe,Europe,1,66,64.0624448984395,64.07766990291262
551,Austria,Nationalpark Hohe Tauern - Sonderschutzgebiet Großglockner Pasterze,35.3725477281889,35.373,AUT,Europe,Europe,1,398,11.251663381962956,11.251519520538265
552,Austria,Nationalpark Hohe Tauern Aussenzone,263.989248930423,263.989,AUT,Europe,Europe,1,523,1.9811412855598596,1.98114315369201
553,Austria,Nationalpark Hohe Tauern Kernzone,346.921598958324,346.922,AUT,Europe,Europe,1,742,2.1388117725386624,2.1388093000732153
554,Austria,Nationalpark Kalkalpen,208.335946197122,208.336,AUT,Europe,Europe,1,89,0.42719464223322523,0.4271945319099915
555,Austria,Naturzone Illmitz,5.88059526658534,5.881,AUT,Europe,Europe,1,18,3.0609146156137323,3.0607039619112393
556,Austria,Naturzone Sandegg-Neudegg,32.79868042365,32.799,AUT,Europe,Europe,1,3,0.09146709444556811,0.0914662032379036
557,Austria,Thayatal,13.2469379348168,13.247,AUT,Europe,Europe,1,212,16.003698442853153,16.003623461915904
558,Austria,"Zitzmannsdorfer Wiesen, Lange Lacke, Sandegg",22.479993918075,22.48,AUT,Europe,Europe,1,52,2.3131678856100355,2.3131672597864767
559,Azerbaijan,Absheron National Park,7.85492206434606,3.525,AZE,Western Asia,Asia,1,1,0.1273087106158643,0.28368794326241137
560,Azerbaijan,Goygol National Park,133.063826185278,133.064,AZE,Western Asia,Asia,1,24,0.18036457155968455,0.18036433595863646
561,Azerbaijan,Hirkan National Park,406.425368895065,406.425,AZE,Western Asia,Asia,1,2,0.0049209526596170235,0.004920957126161038
562,Azerbaijan,Shahdagh National Park,1203.43720312244,1203.437,AZE,Western Asia,Asia,1,36,0.029914315351556645,0.029914320400652467
563,Azerbaijan,Shirvan National Park,566.377299843415,566.223,AZE,Western Asia,Asia,1,4,0.007062429940440534,0.007064354503437692
564,Azerbaijan,Zangazur National Park,488.608867402426,488.609,AZE,Western Asia,Asia,1,2,0.004093253588770358,0.004093252477952719
565,Belize,Chiquibul,1073.32322018621,1073.323,BLZ,Latin America and the Caribbean,Latin America and the Caribbean,1,2,0.0018633715943022473,0.001863371976562507
566,Belize,Laughing Bird Caye,41.2012371002153,0.365,BLZ,Latin America and the Caribbean,Latin America and the Caribbean,1,23,0.5582356652072423,63.013698630136986
567,Belize,Mayflower Bocawina,29.0012213470714,29.001,BLZ,Latin America and the Caribbean,Latin America and the Caribbean,1,20,0.68962612852233,0.6896313920209648
568,Belize,Rio Blanco,0.383620545705522,0.384,BLZ,Latin America and the Caribbean,Latin America and the Caribbean,1,2,5.213485102373157,5.208333333333333
569,Bolivia (Plurinational State of),Tunari,3303.20816002385,3303.208,BOL,Latin America and the Caribbean,Latin America and the Caribbean,1,146,0.04419945487145619,0.04419945701269796
570,Bosnia and Herzegovina,Kozara,39.0854445401774,39.085,BIH,Europe,Europe,1,41,1.0489838476278441,1.0489957784316233
571,Bosnia and Herzegovina,Sutjeska,160.638645497261,160.639,BIH,Europe,Europe,1,141,0.8777464449076431,0.8777445078716873
572,Bulgaria,Centralen Balkan,717.722298554224,717.722,BGR,Europe,Europe,1,256,0.3566839159319489,0.35668406430344896
573,Bulgaria,Pirin,403.971742021395,403.972,BGR,Europe,Europe,1,1892,4.683495906255236,4.683492915350569
574,Bulgaria,Rila,780.117248325792,780.117,BGR,Europe,Europe,1,1127,1.4446546367467867,1.444655096607304
575,Cambodia,Botum Sakor,1837.00318738963,1806.163,KHM,South-eastern Asia,Asia,1,53,0.028851338072696905,0.029343973938121864
576,Cambodia,Kep,67.1009927621156,66.869,KHM,South-eastern Asia,Asia,1,334,4.977571661034683,4.994840658601145
577,Cambodia,Kirirom,285.656158458598,285.656,KHM,South-eastern Asia,Asia,1,42,0.14702991255862363,0.14702999411880024
578,Cambodia,Phnom Kulen,376.197321559739,376.197,KHM,South-eastern Asia,Asia,1,1221,3.2456371431291777,3.2456399173837114
579,Cambodia,Ream,147.722669942319,142.937,KHM,South-eastern Asia,Asia,1,416,2.8160877417287056,2.910373101436297
580,Cameroon,Bouba Ndjida,2129.12012116776,2129.12,CMR,Sub-Saharan Africa,Africa,1,2,0.0009393551731139804,0.0009393552265724807
581,Cameroon,Bénoué,1993.12433601822,1993.124,CMR,Sub-Saharan Africa,Africa,1,62,0.031106940434966035,0.031106945679245244
582,Cameroon,Douala-Edéa,2643.00365625657,1458.86,CMR,Sub-Saharan Africa,Africa,1,2,0.000756714806377797,0.001370933468598769
583,Cameroon,Kimbi-Fungom,996.726974680219,996.727,CMR,Sub-Saharan Africa,Africa,1,13,0.013042689051503601,0.013042688720181153
584,Cameroon,Korup,1270.90972867035,1270.91,CMR,Sub-Saharan Africa,Africa,1,20,0.01573675891278634,0.015736755553107613
585,Cameroon,Mbam et Djerem,4316.44795227769,4316.448,CMR,Sub-Saharan Africa,Africa,1,24,0.0055601272771830254,0.005560127215710695
586,Cameroon,Mont Cameroun,585.609228056099,585.609,CMR,Sub-Saharan Africa,Africa,1,114,0.19466906349549407,0.19466913930626065
587,Cameroon,Ndongere,2362.28727859625,1372.087,CMR,Sub-Saharan Africa,Africa,1,16,0.006773096627565016,0.011661068139265221
588,Cameroon,Waza,1415.82209643928,1415.822,CMR,Sub-Saharan Africa,Africa,1,12,0.008475641134701447,0.008475641712023122
589,Canada,Akami–Uapishku - Kakkasuak - Mealy Mountains National Park Reserve Of Canada,10711.3738648975,10677.416,CAN,Northern America,Northern America,1,10,0.000933587056723997,0.0009365561855040584
590,Canada,Aulavik National Park Of Canada,12190.7004328439,12128.512,CAN,Northern America,Northern America,1,1,8.202974107261495e-05,8.245034510416447e-05
591,Canada,Auyuittuq National Park Of Canada,19516.5514980858,18675.517,CAN,Northern America,Northern America,1,67,0.0034329835374129194,0.0035875847506658047
592,Canada,Banff National Park Of Canada,6857.26284281335,6857.263,CAN,Northern America,Northern America,1,51869,7.56409681077932,7.564096637390166
593,Canada,Bruce Peninsula National Park Of Canada,156.848079638062,156.848,CAN,Northern America,Northern America,1,1730,11.029781199693979,11.029786799959195
594,Canada,Cape Breton Highlands National Park Of Canada,951.720472486811,951.69,CAN,Northern America,Northern America,1,505,0.5306179856365318,0.5306349756748521
595,Canada,Elk Island National Park Of Canada,193.081445057236,193.081,CAN,Northern America,Northern America,1,495,2.563684976841068,2.563690886208379
596,Canada,Forillon National Park Of Canada,4.46571942930083,1.907,CAN,Northern America,Northern America,1,19,4.254633615210061,9.963293130571579
597,Canada,Forillon National Park Of Canada,241.819164131118,240.993,CAN,Northern America,Northern America,1,297,1.2281904995708368,1.2324009411061732
598,Canada,Fundy National Park Of Canada,205.648271619756,204.17,CAN,Northern America,Northern America,1,123,0.5981086008222194,0.6024391438507127
599,Canada,Georgian Bay Islands National Park Of Canada,12.9161662557781,12.916,CAN,Northern America,Northern America,1,102,7.897080138184958,7.897181790027872
600,Canada,Glacier National Park Of Canada,1353.75958438643,1353.76,CAN,Northern America,Northern America,1,1332,0.9839265519244377,0.9839262498522633
601,Canada,Grasslands National Park Of Canada,765.345613955864,765.346,CAN,Northern America,Northern America,1,216,0.28222543653651394,0.2822252941806712
602,Canada,Gros Morne National Park Of Canada,1838.85922261714,1819.943,CAN,Northern America,Northern America,1,2457,1.3361544863141273,1.3500422815439825
603,Canada,Gulf Islands National Park Reserve Of Canada,5.95986242360651,1.576,CAN,Northern America,Northern America,1,58,9.73176826536581,36.80203045685279
604,Canada,Gulf Islands National Park Reserve Of Canada,31.0122262991748,29.881,CAN,Northern America,Northern America,1,397,12.801402781281901,13.286034603928918
605,Canada,Gwaii Haanas National Park Reserve Of Canada And Haida Heritage Site,1474.91163726991,1441.803,CAN,Northern America,Northern America,1,208,0.14102539755195914,0.1442638141271727
606,Canada,Ivvavik National Park Of Canada,9775.21175103939,9683.862,CAN,Northern America,Northern America,1,38,0.0038873838201980123,0.003924054266779101
607,Canada,Jasper National Park Of Canada,11235.4287854278,11235.429,CAN,Northern America,Northern America,1,20879,1.8583180400804802,1.8583180045906569
608,Canada,Kejimkujik National Park And National Historic Site Of Canada,22.2623875332112,21.298,CAN,Northern America,Northern America,1,36,1.6170772315545636,1.6902995586440042
609,Canada,Kejimkujik National Park And National Historic Site Of Canada,381.434230745499,381.434,CAN,Northern America,Northern America,1,264,0.6921245622974682,0.6921249809927799
610,Canada,Kluane National Park Reserve Of Canada,22066.6299546004,22066.63,CAN,Northern America,Northern America,1,394,0.017855014599447695,0.017855014562713017
611,Canada,Kootenay National Park Of Canada,1379.31406980196,1379.314,CAN,Northern America,Northern America,1,2458,1.7820451873973244,1.7820452775800144
612,Canada,Kouchibouguac National Park Of Canada,41.9098897166529,10.265,CAN,Northern America,Northern America,1,47,1.121453678779893,4.578665367754505
613,Canada,Kouchibouguac National Park Of Canada,195.78007775446,195.009,CAN,Northern America,Northern America,1,32,0.16344870411244394,0.16409499048761853
614,Canada,La Mauricie National Park Of Canada,536.76086814451,536.761,CAN,Northern America,Northern America,1,148,0.27572799878577314,0.27572793105311305
615,Canada,Mingan Archipelago National Park Reserve Of Canada,96.7475153608001,91.421,CAN,Northern America,Northern America,1,186,1.9225299926964636,2.034543485632404
616,Canada,Mount Revelstoke National Park Of Canada,263.214577013852,263.215,CAN,Northern America,Northern America,1,605,2.2985049189284115,2.2985012252341246
617,Canada,Nahanni National Park Reserve Of Canada,30063.7059825274,30063.706,CAN,Northern America,Northern America,1,274,0.009113979499375258,0.009113979494078342
618,Canada,Pacific Rim National Park Reserve Of Canada,227.501783863059,20.695,CAN,Northern America,Northern America,1,1843,8.101035379614272,89.05532737376177
619,Canada,Pacific Rim National Park Reserve Of Canada,288.127770011707,281.845,CAN,Northern America,Northern America,1,1455,5.0498429913259715,5.162411964022778
620,Canada,Point Pelee National Park Of Canada,14.8545561369335,14.855,CAN,Northern America,Northern America,1,1216,81.86040624779146,81.85796028273309
621,Canada,Prince Albert National Park Of Canada,3954.94726027594,3954.947,CAN,Northern America,Northern America,1,418,0.10569041064047863,0.105690417595988
622,Canada,Prince Edward Island National Park Of Canada,24.6735636019757,22.983,CAN,Northern America,Northern America,1,467,18.927140300179648,20.319366488273943
623,Canada,Pukaskwa National Park Of Canada,1849.65724954238,1849.657,CAN,Northern America,Northern America,1,189,0.10218109330621125,0.10218110709174728
624,Canada,Qausuittuq National Park Of Canada,11027.3306724649,9778.682,CAN,Northern America,Northern America,1,1,9.068377739836777e-05,0.00010226327024439489
625,Canada,Quttinirpaaq National Park Of Canada,37839.9012056592,36889.946,CAN,Northern America,Northern America,1,5,0.00013213565153949764,0.0001355382846046996
626,Canada,Riding Mountain National Park Of Canada,3059.49699379196,3059.497,CAN,Northern America,Northern America,1,283,0.09249886519719962,0.09249886500950974
627,Canada,Sable Island National Park Reserve Of Canada,29.8166903906733,26.128,CAN,Northern America,Northern America,1,21,0.7043035201039223,0.8037354562155542
628,Canada,Sirmilik National Park Of Canada,22178.1978851045,21920.392,CAN,Northern America,Northern America,1,3,0.0001352679787393765,0.0001368588663925353
629,Canada,Terra Nova National Park Of Canada,402.748661225641,401.163,CAN,Northern America,Northern America,1,136,0.33767958305839196,0.3390143158765888
630,Canada,Thousand Islands National Park Of Canada,24.7914658232909,24.791,CAN,Northern America,Northern America,1,34,1.3714396817979975,1.3714654511717963
631,Canada,Torngat Mountains National Park Of Canada,9854.97894938264,9688.71,CAN,Northern America,Northern America,1,21,0.0021309025729898223,0.0021674712113377323
632,Canada,Ukkusiksalik National Park Of Canada,20892.2316657574,17815.611,CAN,Northern America,Northern America,1,19,0.0009094289353081035,0.0010664804030577452
633,Canada,Wapusk National Park Of Canada,11485.6677308258,10654.355,CAN,Northern America,Northern America,1,16,0.0013930404722625235,0.001501733328765561
634,Canada,Waterton Lakes National Park Of Canada,499.206519866555,499.207,CAN,Northern America,Northern America,1,3868,7.748296238266222,7.748288786014619
635,Canada,Wood Buffalo National Park Of Canada,9309.87066535584,9309.871,CAN,Northern America,Northern America,1,25,0.002685321944700126,0.002685321848175985
636,Canada,Wood Buffalo National Park Of Canada,36290.4965603284,36290.497,CAN,Northern America,Northern America,1,24,0.0006613301628458847,0.0006613301548336469
637,Canada,Yoho National Park Of Canada,1292.49573121885,1292.496,CAN,Northern America,Northern America,1,6366,4.925354758422862,4.925353734170163
638,Chad,Zakouma,3061.7051375316,3061.705,TCD,Sub-Saharan Africa,Africa,1,390,0.12737999986322157,0.12738000558512333
639,Chile,Alberto De Agostini,11885.1085842177,11484.939,CHL,Latin America and the Caribbean,Latin America and the Caribbean,1,132,0.011106335214747933,0.0114933131120679
640,Chile,Alerce Andino,390.329185131415,390.329,CHL,Latin America and the Caribbean,Latin America and the Caribbean,1,114,0.2920611738566738,0.2920613123800691
641,Chile,Alerce Costero,248.664410384515,248.664,CHL,Latin America and the Caribbean,Latin America and the Caribbean,1,21,0.08445116841419831,0.08445130778882348
642,Chile,Archipielago Juan Fernadez,97.9225825026804,41.82,CHL,Latin America and the Caribbean,Latin America and the Caribbean,1,315,3.216826925406891,7.532281205164993
643,Chile,Bernardo O'Higgins,38922.4042760813,35821.274,CHL,Latin America and the Caribbean,Latin America and the Caribbean,1,573,0.01472159828400224,0.015996080988074295
644,Chile,Bosque Fray Jorge,87.4401779547236,87.135,CHL,Latin America and the Caribbean,Latin America and the Caribbean,1,79,0.9034748309970971,0.9066391231996327
645,Chile,Cabo de Hornos,588.066907414897,411.763,CHL,Latin America and the Caribbean,Latin America and the Caribbean,1,41,0.069719957853492,0.09957184108334163
646,Chile,Cerro Castillo,1348.86297997054,1348.863,CHL,Latin America and the Caribbean,Latin America and the Caribbean,1,198,0.14679029889627815,0.14679029671656796
647,Chile,Chiloe,416.233104013678,415.583,CHL,Latin America and the Caribbean,Latin America and the Caribbean,1,4,0.009609999688704613,0.009625032785267924
648,Chile,Conguillio,587.157713126683,587.158,CHL,Latin America and the Caribbean,Latin America and the Caribbean,1,592,1.0082469952536794,1.0082465026449439
649,Chile,Corcovado,2956.35169205026,2938.125,CHL,Latin America and the Caribbean,Latin America and the Caribbean,1,8,0.0027060379932172134,0.0027228249308657733
650,Chile,Hornopiren,347.629575565292,347.545,CHL,Latin America and the Caribbean,Latin America and the Caribbean,1,3,0.008629875622986337,0.008631975715374987
651,Chile,Huerquehue,119.707921705372,119.708,CHL,Latin America and the Caribbean,Latin America and the Caribbean,1,270,2.2554898301929462,2.25548835499716
652,Chile,Isla Magdalena,1500.48542003463,1469.924,CHL,Latin America and the Caribbean,Latin America and the Caribbean,1,8,0.005331607953788293,0.005442458249542153
653,Chile,Kawésqar,27952.8187556991,24400.316,CHL,Latin America and the Caribbean,Latin America and the Caribbean,1,30,0.0010732370235071022,0.0012294922737885853
654,Chile,La Campana,76.3825734652125,76.383,CHL,Latin America and the Caribbean,Latin America and the Caribbean,1,165,2.1601785919814187,2.160166529201524
